gwcode,year,date,itt_alleg_vtall,itt_alleg_vtcriminal,itt_alleg_vtdissident,itt_alleg_vtmarginalized,itt_alleg_vtpow,itt_alleg_vtstateagent,itt_alleg_vtunst,itt_LoTUnknown,itt_LoTCriminal,itt_LoTDissident,itt_LoTMarginalized,itt_LoTStateAgent,itt_RstrctAccess,NY.GDP.MKTP.KD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD.ZG,pop,ln_NY.GDP.MKTP.KD,norm_ln_NY.GDP.MKTP.KD,norm_ln_pop,v2x_elecoff,v2xel_frefair,v2asuffrage,v2x_jucon,v2xlg_legcon,v2clacjust,v2clsocgrp,v2pepwrses,v2pepwrsoc,regime,dd_democracy,LJI,post.sd,ht_colonial,mrs_legalsys,epr_groups,epr_elf,epr_excluded_groups_count,epr_excluded_group_pop,epr_inpower_groups_count,epr_inpower_groups_pop,epr_regaut_groups_count,epr_regaut_group_pop,norm_ln1p_epr_excluded_groups_count,norm_sqrt_epr_excluded_group_pop,internal_confl,internal_confl_major,internal_confl_minor,internal_confl_part,internal_confl_part_major,internal_confl_part_minor,war,war_major,war_minor,any_conflict,any_conflict_major,any_conflict_minor,ext_conf,ext_conf_major,ext_conf_minor,gtd_events,gtd_killed,ccp_torture,ccp_prerel,ccp_habcorp,ccp_dueproc,ccp_speedtri,gmfd_functionallyfree,igo_n,igo_total,igo_p,NE.TRD.GNFS.ZS,norm_ln_NE.TRD.GNFS.ZS,hro_n,hro_secloc,year_poly1,year_poly2,yy_Unknown,yy_Criminal,yy_Dissident,yy_Marginalized,yy_StateAgent
452,2003,2003-01-01,0,0,0,0,0,0,0,"Allegation, No LoT",No Allegations,No Allegations,No Allegations,No Allegations,0,20.9868030436895,5.199999983938712,1026.4110530297382,2.5129389103863082,20446.782,3.0438938136897544,-0.257953648145246,0.42070417369481466,1,0.7449027499659242,1,0.8330673881773828,0.8519577036109249,1.1060958948073258,2.2545215647831722,0.539252085430501,1.6595503610349223,Presidential democracy,1,0.4333,0.0491,British,Common,5,0.22004999999999997,0,0,5,0.94,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,70,327,0.21406727828746178,97.2871457139532,0.6259829297719257,43,2,0.023174704725212932,-0.0028401672357411,FALSE,FALSE,FALSE,FALSE,FALSE
452,2004,2004-01-01,0,0,0,0,0,0,0,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,22.162064012000098,5.59999998982212,1056.013436995991,2.884067146283459,20986.536,3.098381998877443,-0.23172283871798452,0.43915691736756823,1,0.7447037031231502,1,0.8330673881773828,0.871554370435856,1.1060958948073258,2.2545215647831722,0.539252085430501,1.6595503610349223,Presidential democracy,1,0.4414,0.0514,British,Common,5,0.22004999999999997,0,0,5,0.94,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,70,327,0.21406727828746178,99.6703343472122,0.6632097871421306,NA,2,0.03092131853117148,0.01657117265441845,FALSE,FALSE,FALSE,FALSE,FALSE
452,2005,2005-01-01,0,0,0,0,0,0,0,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,23.469626664748198,5.900003952881347,1089.4817964632825,3.169311894600312,21542.009,3.1557071028232584,-0.2041263263397304,0.45765800885896063,1,0.7565957802546658,1,0.8330673881773828,0.871554370435856,1.1060958948073258,2.2545215647831722,0.539252085430501,1.6595503610349223,Presidential democracy,1,0.4462,0.0514,British,Common,5,0.22004999999999997,0,0,5,0.94,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,70,324,0.21604938271604937,98.1715141146279,0.6399026498748587,NA,2,0.038667932337130034,0.041532600786267575,FALSE,FALSE,FALSE,FALSE,FALSE
461,1995,1995-01-01,3,3,0,0,0,0,0,Several,Infrequent,No Allegations,No Allegations,No Allegations,0,2.07262597795603,7.845832317237567,484.9355029255872,5.060579201475619,4274.024,0.7288163916834617,-1.3724402924852377,-0.6878308451628132,1,0.2322309556967509,1,0.31857741600108774,0.3802051776128593,1.3498971616279247,1.1361796843476193,1.2656611000727418,-0.4917267227369595,Military dictatorship,0,0.091,0.0389,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,70,323,0.21671826625386997,69.8464666590345,0.11626608554740706,30,2,-0.03879820572245547,0.041672290343807275,FALSE,FALSE,FALSE,FALSE,FALSE
461,1996,1996-01-01,1,0,0,0,0,0,1,Systematic,Infrequent,No Allegations,No Allegations,No Allegations,0,2.25576759565452,8.836211629418042,512.879838620493,5.762485016320594,4398.238,0.8134903122187034,-1.3316779608831042,-0.6675419647374393,1,0.2322309556967509,1,0.31857741600108774,0.3802051776128593,1.3498971616279247,1.1361796843476193,1.2656611000727418,-0.4917267227369595,Military dictatorship,0,0.0923,0.0385,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,69,325,0.2123076923076923,77.4224272306893,0.2746676490073282,33,2,-0.031051591916496923,0.01668292430045021,TRUE,FALSE,FALSE,FALSE,FALSE
461,1997,1997-01-01,15,5,6,3,0,0,1,Systematic,Infrequent,No Allegations,No Allegations,No Allegations,0,2.5800878201497697,14.377377577371703,568.9841883242177,10.939082701053344,4534.551,0.9478234371719588,-1.2670095086621354,-0.6459260241640349,1,0.2322309556967509,1,0.31857741600108774,0.3802051776128593,1.3498971616279247,1.1361796843476193,1.2656611000727418,-0.4917267227369595,Military dictatorship,0,0.093,0.0382,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,70,328,0.21341463414634146,73.7805556335465,0.20055411641981194,36,2,-0.02330497811053837,-0.002756353501217277,TRUE,FALSE,FALSE,FALSE,FALSE
461,1998,1998-01-01,27,10,9,5,0,0,3,Systematic,Routinely,Routinely,No Allegations,No Allegations,0,2.52074898498985,-2.299876566080422,538.7340444767743,-5.316517482943883,4679.023,0.9245560736291409,-1.2782105016272005,-0.6237143456997423,1,0.1262756217659578,1,0.35782125059292536,0.3802051776128593,1.3498971616279247,1.1361796843476193,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.0962,0.0383,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,71,337,0.21068249258160238,72.9878224887194,0.18393729378474644,33.5,2,-0.01555836430457982,-0.01664554306119519,TRUE,FALSE,FALSE,FALSE,FALSE
461,1999,1999-01-01,43,7,22,6,0,0,8,Systematic,Systematic,Systematic,No Allegations,No Allegations,1,2.5833077088756498,2.481751426195726,535.3224542731278,-0.6332605556717443,4825.704,0.9490706355030412,-1.2664091028745699,-0.6018539046842118,1,0.15236588866071638,1,0.35782125059292536,0.3534618688292329,1.3498971616279247,1.1361796843476193,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.1001,0.0397,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,72,330,0.21818181818181817,67.8895280769516,0.07255332736296163,31,2,-0.007811750498621271,-0.02498464437948353,TRUE,TRUE,TRUE,FALSE,FALSE
461,2000,2000-01-01,19,6,9,4,0,0,0,Widespread,Infrequent,"Allegation, No LoT",No Allegations,No Allegations,0,2.56306801981933,-0.783479605885927,515.6697724371923,-3.671185783271584,4970.367,0.9412049861711468,-1.2701956549121518,-0.5809355588021063,1,0.15236588866071638,1,0.35782125059292536,0.5575707307356205,1.3498971616279247,1.1924608231411953,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.1038,0.0402,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,73,330,0.22121212121212122,71.3047860748825,0.148051846541572,32,2,-6.513669266272089e-5,-0.027773657456082283,TRUE,FALSE,FALSE,FALSE,FALSE
461,2001,2001-01-01,9,2,3,2,0,0,2,Several,Systematic,Several,Systematic,No Allegations,0,2.5213718685275204,-1.6268062716005944,493.2483011809061,-4.348029001257208,5111.77,0.9248031456684415,-1.278091560253848,-0.5610689046737151,1,0.15236588866071638,1,0.35782125059292536,0.5575707307356205,1.3498971616279247,1.1924608231411953,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.1098,0.0391,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,73,323,0.2260061919504644,74.0180974990191,0.2054985813341912,31.3333333333333,2,0.007681477113295828,-0.025012582290991466,FALSE,TRUE,FALSE,TRUE,FALSE
461,2002,2002-01-01,1,0,0,0,0,0,1,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,2.4981210120847304,-0.9221510215535369,475.69919673659695,-3.557864143129151,5251.472,0.9155388541187963,-1.2825514237137938,-0.541973735211204,1,0.16479806562484908,1,0.35782125059292536,0.5656068967037249,1.3498971616279247,1.1924608231411953,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.116,0.0381,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,75,327,0.22935779816513763,74.3036275411564,0.21142096880068223,30.6666666666667,2,0.015428090919254378,-0.016701418884211068,FALSE,FALSE,FALSE,FALSE,FALSE
461,2003,2003-01-01,11,1,8,0,0,0,2,Widespread,No Allegations,Routinely,No Allegations,No Allegations,0,2.62188786120628,4.954397666198894,486.30919147106295,2.230399968562684,5391.401,0.9638946160082558,-1.2592727850426157,-0.5233501152598224,1,0.1492731920284004,1,0.35782125059292536,0.5642010671142377,1.3498971616279247,1.1924608231411953,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.1211,0.0375,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,73,327,0.22324159021406728,81.2507058945303,0.3489069158380849,30,2,0.023174704725212932,-0.0028401672357411,TRUE,FALSE,FALSE,FALSE,FALSE
461,2004,2004-01-01,4,1,2,0,0,1,0,Widespread,"Allegation, No LoT",No Allegations,No Allegations,No Allegations,0,2.6774473775082104,2.119065316407853,483.76546544269524,-0.5230676435855646,5534.598,0.9848638695549277,-1.249178110541712,-0.504785418710399,1,0.1464929780662051,1,0.35782125059292536,0.5642010671142377,1.3498971616279247,1.1924608231411953,1.2656611000727418,0.4632430570334689,Military dictatorship,0,0.1242,0.0368,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,77,327,0.23547400611620795,82.8035302488714,0.3780272996210531,NA,2,0.03092131853117148,0.01657117265441845,TRUE,FALSE,FALSE,FALSE,FALSE
461,2005,2005-01-01,33,0,24,6,0,0,3,Widespread,No Allegations,"Allegation, No LoT","Allegation, No LoT",No Allegations,0,2.70905215260689,1.180406956423296,476.67154753337167,-1.466396098124101,5683.268,0.9965988145259502,-1.2435288655886272,-0.48601263200403516,1,0.20564717469972205,1,0.3812520453944983,0.5642010671142377,1.3498971616279247,1.1924608231411953,0.6766208007123822,1.2272130823750813,Civilian dictatorship,0,0.1268,0.038,French,Civil,2,0.2665,1,0.44,1,0.27,0,0,-0.3462452429070089,1.4593879689144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,79,324,0.24382716049382716,91.540145103917,0.5323216968907519,NA,2,0.038667932337130034,0.041532600786267575,TRUE,FALSE,FALSE,FALSE,FALSE
471,1995,1995-01-01,11,1,3,0,0,0,7,Routinely,Routinely,Routinely,No Allegations,No Allegations,0,14.3375675462407,3.46979214832758,1065.1195258121875,0.7692147649158835,13460.994,2.6628831936032897,-0.44137353872932394,0.12465285949687248,1,0.060650004680608216,1,0.08251913714245693,0.35213205031969697,0.7608831458360423,1.0689597765368573,-0.31854681641823823,-0.31636701223741676,Civilian dictatorship,0,0.1905,0.0305,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,85,323,0.2631578947368421,38.250125031365,-0.809978879943083,30,0,-0.03879820572245547,0.041672290343807275,FALSE,FALSE,FALSE,FALSE,FALSE
471,1996,1996-01-01,11,4,4,0,0,0,3,Routinely,Routinely,No Allegations,No Allegations,No Allegations,0,14.9628412714924,4.361086517884589,1083.2848219704915,1.7054702048065855,13812.472,2.7055698790779443,-0.42082401394867275,0.14290744942570227,1,0.060650004680608216,1,0.08251913714245693,0.3767725764459922,0.7827105370069132,1.1143722563314284,-0.31854681641823823,-0.31636701223741676,Civilian dictatorship,0,0.1858,0.0309,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,83,325,0.2553846153846154,46.4377595525769,-0.511615829642035,32.5,0,-0.031051591916496923,0.01668292430045021,FALSE,FALSE,FALSE,FALSE,FALSE
471,1997,1997-01-01,52,9,12,0,0,0,31,Routinely,Systematic,Systematic,No Allegations,No Allegations,0,15.7455954855359,5.231320708686691,1111.5513801131035,2.6093375970315185,14165.423,2.756560674449804,-0.39627686062843426,0.1607769594707331,1,0.06521016055266211,1,0.08251913714245693,0.3767725764459922,0.7661587127790475,1.076215372121436,-0.31854681641823823,-0.31636701223741676,Civilian dictatorship,0,0.1816,0.0322,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,83,328,0.2530487804878049,49.8427043213785,-0.4027723822924093,35,0,-0.02330497811053837,-0.002756353501217277,FALSE,TRUE,TRUE,FALSE,FALSE
471,1998,1998-01-01,14,5,3,0,0,0,6,Routinely,Routinely,Routinely,No Allegations,No Allegations,0,16.4545080519274,4.502291241018584,1132.9520257021793,1.9252952199922795,14523.57,2.8005994853775866,-0.37507641776415473,0.17846007560660898,1,0.06466111162538872,1,0.08251913714245693,0.3767725764459922,0.822687516203165,1.0699343339640874,-0.31854681641823823,-0.31636701223741676,Civilian dictatorship,0,0.1789,0.0317,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,83,337,0.24629080118694363,45.0164177945213,-0.5594324830497284,37,0,-0.01555836430457982,-0.01664554306119519,FALSE,FALSE,FALSE,FALSE,FALSE
471,1999,1999-01-01,10,4,3,1,0,0,2,Routinely,Systematic,No Allegations,No Allegations,No Allegations,0,17.1607383257736,4.292016945249692,1152.354548241966,1.7125634713227615,14891.891,2.842624119111708,-0.35484560708596624,0.19619640493188495,1,0.06466111162538872,1,0.08251913714245693,0.3767725764459922,0.822687516203165,1.0699343339640874,-0.31854681641823823,-0.31636701223741676,Civilian dictatorship,0,0.1752,0.0323,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,82,330,0.24848484848484848,40.3668534421496,-0.7271268778373555,39,0,-0.007811750498621271,-0.02498464437948353,FALSE,TRUE,FALSE,FALSE,FALSE
471,2000,2000-01-01,9,3,2,1,0,0,3,Systematic,Systematic,Systematic,No Allegations,No Allegations,0,17.7705236021425,3.5533743641616495,1163.4314101867565,0.961237317255289,15274.234,2.8775411072441375,-0.33803644270802213,0.21414982110429812,1,0.08169599368215004,1,0.08251913714245693,0.3767725764459922,0.7644468488486253,1.0815221218445448,-0.4629054721279945,-0.3622888254814742,Civilian dictatorship,0,0.1716,0.0328,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,85,330,0.25757575757575757,50.8528689657817,-0.37190885247847955,44,0,-6.513669266272089e-5,-0.027773657456082283,TRUE,TRUE,TRUE,FALSE,FALSE
471,2001,2001-01-01,3,2,1,0,0,0,0,Routinely,No Allegations,Routinely,No Allegations,No Allegations,0,18.5467550433587,4.368084242169497,1183.438070082811,1.7196252156234146,15671.927,2.9202948434741995,-0.3174546394512024,0.23235333793666077,1,0.08169599368215004,1,0.08251913714245693,0.3767725764459922,0.7812202239622184,1.0911030143825808,-0.4629054721279945,-0.3622888254814742,Civilian dictatorship,0,0.1684,0.0339,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,83,323,0.25696594427244585,54.1251163572898,-0.2759825176767562,43,0,0.007681477113295828,-0.025012582290991466,FALSE,FALSE,FALSE,FALSE,FALSE
471,2002,2002-01-01,8,0,3,4,0,0,1,No Allegations,Routinely,Routinely,No Allegations,No Allegations,0,19.3326188300545,4.237203677185601,1201.9120825633765,1.5610459852176986,16084.886,2.961793764129234,-0.2974769089507341,0.25077313023939324,1,0.10948306798659471,1,0.08251913714245693,0.3767725764459922,0.7722737433669707,1.0898660738899568,-0.4629054721279945,-0.3622888254814742,Civilian dictatorship,0,0.1652,0.034,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,86,327,0.26299694189602446,51.8428176260065,-0.3422521294595361,42,0,0.015428090919254378,-0.016701418884211068,FALSE,FALSE,FALSE,FALSE,FALSE
471,2003,2003-01-01,0,0,0,0,0,0,0,Routinely,No Allegations,No Allegations,No Allegations,No Allegations,0,20.2155772801935,4.567195256373401,1224.161025848135,1.8511290141377992,16513.822,3.006453459706682,-0.2759775699704325,0.26941147750344885,1,0.10948306798659471,1,0.08251913714245693,0.3767725764459922,0.7722737433669707,1.0799220416081583,-0.4629054721279945,-0.3622888254814742,Civilian dictatorship,0,0.161,0.0334,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,84,327,0.25688073394495414,46.6414843441063,-0.5048823280362897,41,0,0.023174704725212932,-0.0028401672357411,FALSE,FALSE,FALSE,FALSE,FALSE
471,2004,2004-01-01,3,2,1,0,0,0,0,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,21.586386665299802,6.780955923773546,1272.8512037474084,3.9774324513835344,16959.081,3.072062869024146,-0.24439296302282504,0.288253831933283,1,0.11992934594697216,1,0.08251913714245693,0.3767725764459922,0.7824111390840237,1.0794000681188867,-0.4629054721279945,-0.3622888254814742,Civilian dictatorship,0,0.1554,0.0334,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,86,327,0.26299694189602446,46.9350778401445,-0.49523004588217495,NA,0,0.03092131853117148,0.01657117265441845,FALSE,FALSE,FALSE,FALSE,FALSE
471,2005,2005-01-01,5,3,1,0,0,0,1,Routinely,No Allegations,No Allegations,No Allegations,No Allegations,0,22.0225746441204,2.020662307146441,1264.154399619558,-0.6832537929214364,17420.795,3.092068047444152,-0.2347623977748543,0.3072770975887861,1,0.1225210167523714,1,0.08251913714245693,0.31740820986193097,1.3558736639025342,1.3314609352152194,-0.4629054721279945,-0.3622888254814742,Civilian dictatorship,0,0.1492,0.0351,French,Mixed,6,0.1417,0,0,6,0.85,0,0,-1.2824605270724903,-1.125166231731495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,86,324,0.2654320987654321,50.9685648032125,-0.3684132024037491,NA,0,0.038667932337130034,0.041532600786267575,FALSE,FALSE,FALSE,FALSE,FALSE
475,1995,1995-01-01,35,10,10,2,0,5,8,Systematic,Systematic,Systematic,Several,Several,0,134.229957065962,-0.30746896925852973,1242.7380469838272,-2.758613023204853,108011.465,4.899554426645229,0.6353680826564712,1.599452344931761,0,0,0,0.29775043799594136,0.5451598863289223,0.24497678110359206,0.5322360540284612,-1.2962154714979632,0.6646975983815514,Military dictatorship,0,0.0611,0.0471,British,Islamic,6,0.17124999999999999,5,0.52,1,0.29,0,0,1.1376208750972803,1.684540407905083,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,80,323,0.2476780185758514,39.5283784087951,-0.7594143807401269,42,2,-0.03879820572245547,0.041672290343807275,TRUE,TRUE,TRUE,FALSE,FALSE
475,1996,1996-01-01,31,6,15,2,0,2,6,Systematic,Systematic,Widespread,No Allegations,No Allegations,0,140.93300586434898,4.993705537053137,1272.7292500551507,2.4133165588768546,110732.904,4.948284641751591,0.6588269844606234,1.617075122291505,0,0,0,0.29775043799594136,0.5451598863289223,0.24497678110359206,0.5322360540284612,-1.2962154714979632,0.6646975983815514,Military dictatorship,0,0.0634,0.049,British,Islamic,6,0.17124999999999999,5,0.52,1,0.29,0,0,1.1376208750972803,1.684540407905083,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,11,24,0,0,0,0,0,0,77,325,0.23692307692307693,40.2577292482002,-0.7312908045151043,46.5,2,-0.031051591916496923,0.01668292430045021,TRUE,TRUE,TRUE,FALSE,FALSE
475,1997,1997-01-01,26,7,12,2,0,2,3,Systematic,Routinely,Systematic,No Allegations,No Allegations,1,144.882310095277,2.8022564385870674,1276.2408198014398,0.275908622838432,113522.705,4.975921758335374,0.6721315923445361,1.6346966087479267,0,0,0,0.29775043799594136,0.5451598863289223,0.24497678110359206,0.5322360540284612,-1.2962154714979632,0.6646975983815514,Military dictatorship,0,0.0698,0.051,British,Islamic,6,0.17124999999999999,5,0.52,1,0.29,0,0,1.1376208750972803,1.684540407905083,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,20,107,0,0,0,0,0,0,80,328,0.24390243902439024,51.4610107949537,-0.3536226014916669,51,2,-0.02330497811053837,-0.002756353501217277,TRUE,FALSE,TRUE,FALSE,FALSE
475,1998,1998-01-01,30,5,9,2,0,3,11,Routinely,Routinely,Systematic,No Allegations,No Allegations,0,148.81679231992402,2.7156401786109172,1278.6513153021226,0.18887465933411046,116385.75,5.00271596764412,0.6850304216175411,1.6523360939369647,0,0.20991399174063247,0,0.29775043799594136,0.5451598863289223,0.24497678110359206,0.5322360540284612,-1.2962154714979632,0.6646975983815514,Military dictatorship,0,0.1168,0.0743,British,Islamic,6,0.17124999999999999,5,0.52,1,0.29,0,0,1.1376208750972803,1.684540407905083,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,2,9,0,0,0,0,0,0,80,337,0.23738872403560832,39.2786074702327,-0.7691649030823354,51,2,-0.01555836430457982,-0.01664554306119519,FALSE,FALSE,TRUE,FALSE,FALSE
475,1999,1999-01-01,6,1,0,1,0,0,4,Widespread,Systematic,No Allegations,Infrequent,No Allegations,0,149.522537467564,0.4742375753690378,1253.047893561958,-2.002377147996357,119327.073,5.007447133760154,0.6873080220979193,1.6700116170798422,1,0.3227108741476334,1,0.40612964319780176,0.7293166344128933,0.24497678110359206,0.5322360540284612,-0.27380324641588283,0.6646975983815514,Presidential democracy,1,0.2102,0.0855,British,Islamic,6,0.17124999999999999,3,0.13,3,0.6799999999999999,4,0.705,0.5899700412584724,0.27968708808679404,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,18,134,1,1,1,0,1,0,80,330,0.24242424242424243,34.4578311759326,-0.9705855488197881,51,2,-0.007811750498621271,-0.02498464437948353,TRUE,TRUE,FALSE,FALSE,FALSE
475,2000,2000-01-01,12,5,1,2,0,1,3,Several,Routinely,Systematic,No Allegations,No Allegations,0,157.47428563520498,5.318093380649033,1287.0592556858219,2.714290674651064,122352.009,5.059262179128153,0.7122519723475228,1.6877408535167933,1,0.3344260706141899,1,0.40612964319780176,0.7293166344128933,0.24497678110359206,0.5322360540284612,-0.27380324641588283,0.6646975983815514,Presidential democracy,1,0.2622,0.0867,British,Islamic,6,0.17124999999999999,3,0.13,3,0.6799999999999999,4,0.705,0.5899700412584724,0.27968708808679404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,1,0,78,330,0.23636363636363636,48.9955994666527,-0.4291400526336242,52,2,-6.513669266272089e-5,-0.027773657456082283,FALSE,FALSE,TRUE,FALSE,FALSE
475,2001,2001-01-01,5,2,0,0,0,0,3,No Allegations,No Allegations,No Allegations,No Allegations,No Allegations,0,164.42057904097197,4.411065195658892,1310.5059681450452,1.821727504436426,125463.434,5.102427651436384,0.7330319868415786,1.7055254500079926,1,0.3344260706141899,1,0.40612964319780176,0.7293166344128933,0.24497678110359206,0.5322360540284612,-0.27380324641588283,0.6646975983815514,Presidential democracy,1,0.2967,0.0835,British,Islamic,6,0.17124999999999999,3,0.13,3,0.6799999999999999,4,0.705,0.5899700412584724,0.27968708808679404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,0,1,0,76,323,0.23529411764705882,49.6805002885015,-0.40778641219804707,51,2,0.007681477113295828,-0.025012582290991466,FALSE,FALSE,FALSE,FALSE,FALSE
475,2002,2002-01-01,14,2,10,0,0,0,2,Systematic,Routinely,"Allegation, No LoT",No Allegations,No Allegations,0,170.643319497931,3.7846481828824907,1326.2429691248885,1.2008339803380075,128666.71,5.139575527196639,0.7509151085924384,1.7233801025564999,1,0.3344260706141899,1,0.40612964319780176,0.7293166344128933,0.24497678110359206,0.5322360540284612,-0.27380324641588283,0.6646975983815514,Presidential democracy,1,0.3352,0.0819,British,Islamic,6,0.17124999999999999,3,0.13,3,0.6799999999999999,4,0.705,0.5899700412584724,0.27968708808679404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,1,1,1,0,1,1,82,327,0.25076452599388377,40.0351685881311,-0.7398183023913042,50,2,0.015428090919254378,-0.016701418884211068,TRUE,FALSE,FALSE,FALSE,FALSE
475,2003,2003-01-01,2,0,1,0,0,0,1,Systematic,No Allegations,Continued,No Allegations,No Allegations,0,188.312043745758,10.354184564512778,1426.9033068097435,7.58988662170062,131972.533,5.238100394030674,0.7983453358401946,1.741346181564867,1,0.2074897539311701,1,0.40612964319780176,0.7293166344128933,0.24497678110359206,0.5322360540284612,-0.27380324641588283,0.6646975983815514,Presidential democracy,1,0.3665,0.0775,British,Islamic,6,0.17124999999999999,3,0.13,3,0.6799999999999999,4,0.705,0.5899700412584724,0.27968708808679404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,1,1,1,0,1,1,79,327,0.2415902140672783,49.3349648618029,-0.41852236394929937,49,2,0.023174704725212932,-0.0028401672357411,TRUE,FALSE,FALSE,FALSE,FALSE
